Protocolo_S2iD,Nome_Municipio,Sigla_UF,regiao,Data_Registro,Data_Evento,Cod_Cobrade,tipologia,descricao_tipologia,grupo_de_desastre,Cod_IBGE_Mun,Setores Censitários,Status,DH_Descricao,DH_MORTOS,DH_FERIDOS,DH_ENFERMOS,DH_DESABRIGADOS,DH_DESALOJADOS,DH_DESAPARECIDOS,DH_AFETADOS_SECA_ESTIAGEM,DH_total_danos_humanos_diretos,DH_OUTROS AFETADOS,DM_Descricao,DM_Uni Habita Danificadas,DM_Uni Habita Destruidas,DM_Uni Habita Valor,DM_Inst Saúde Danificadas,DM_Inst Saúde Destruidas,DM_Inst Saúde Valor,DM_Inst Ensino Danificadas,DM_Inst Ensino Destruidas,DM_Inst Ensino Valor,DM_Inst Serviços Danificadas,DM_Inst Serviços Destruidas,DM_Inst Serviços Valor,DM_Inst Comuni Danificadas,DM_Inst Comuni Destruidas,DM_Inst Comuni Valor,DM_Obras de Infra Danificadas,DM_Obras de Infra Destruidas,DM_Obras de Infra Valor,DM_total_danos_materiais,DA_Descricao,DA_Polui/cont da água,DA_Polui/cont do ar,DA_Polui/cont do solo,DA_Dimi/exauri hídrico,DA_Incêndi parques/APA's/APP's,PEPL_Descricao,PEPL_Assis_méd e emergên(R$),PEPL_Abast de água pot(R$),PEPL_sist de esgotos sanit(R$),PEPL_Sis limp e rec lixo (R$),PEPL_Sis cont pragas (R$),PEPL_distrib energia (R$),PEPL_Telecomunicações (R$),PEPL_Tran loc/reg/l_curso (R$),PEPL_Distrib combustíveis(R$),PEPL_Segurança pública (R$),PEPL_Ensino (R$),PEPL_total_publico,PEPR_Descricao,PEPR_Agricultura (R$),PEPR_Pecuária (R$),PEPR_Indústria (R$),PEPR_Comércio (R$),PEPR_Serviços (R$),PEPR_total_privado,PE_PLePR
MG-P-3138005-12200-19970107,Laranjal,MG,Sudeste,01/07/1997,01/07/1997,12200,2,Enxurradas,Hidrológico,3138005,,Registro,,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0
MG-P-3138203-12200-19970107,Lavras,MG,Sudeste,01/07/1997,01/07/1997,12200,2,Enxurradas,Hidrológico,3138203,,Registro,,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0
MG-P-3138401-12200-19970107,Leopoldina,MG,Sudeste,01/07/1997,01/07/1997,12200,2,Enxurradas,Hidrológico,3138401,,Registro,,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0
MG-P-3138674-12200-19970107,Luisburgo,MG,Sudeste,01/07/1997,01/07/1997,12200,2,Enxurradas,Hidrológico,3138674,,Registro,,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0
MG-P-3139508-12200-19970107,Manhumirim,MG,Sudeste,01/07/1997,01/07/1997,12200,2,Enxurradas,Hidrológico,3139508,,Registro,,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0
MG-P-3140001-12200-19970107,Mariana,MG,Sudeste,01/07/1997,01/07/1997,12200,2,Enxurradas,Hidrológico,3140001,,Registro,,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0
MG-P-3140159-12200-19970107,Mário Campos,MG,Sudeste,01/07/1997,01/07/1997,12200,2,Enxurradas,Hidrológico,3140159,,Registro,,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0
MG-P-3140308-12200-19970107,Marliéria,MG,Sudeste,01/07/1997,01/07/1997,12200,2,Enxurradas,Hidrológico,3140308,,Registro,,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0
MG-P-3140506-12200-19970107,Martinho Campos,MG,Sudeste,01/07/1997,01/07/1997,12200,2,Enxurradas,Hidrológico,3140506,,Registro,,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0
MG-P-3140605-12200-19970107,Materlândia,MG,Sudeste,01/07/1997,01/07/1997,12200,2,Enxurradas,Hidrológico,3140605,,Registro,,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0
MG-P-3140902-12200-19970107,Matipó,MG,Sudeste,01/07/1997,01/07/1997,12200,2,Enxurradas,Hidrológico,3140902,,Registro,,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0
MG-P-3141108-12200-19970107,Matozinhos,MG,Sudeste,01/07/1997,01/07/1997,12200,2,Enxurradas,Hidrológico,3141108,,Registro,,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0
MG-P-3141206-12200-19970107,Miradouro,MG,Sudeste,01/07/1997,01/07/1997,12200,2,Enxurradas,Hidrológico,3142106,,Registro,,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0
MG-P-3141603-12200-19970107,Mercês,MG,Sudeste,01/07/1997,01/07/1997,12200,2,Enxurradas,Hidrológico,3141603,,Registro,,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0
MG-P-3142205-12200-19970107,Miraí,MG,Sudeste,01/07/1997,01/07/1997,12200,2,Enxurradas,Hidrológico,3142205,,Registro,,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0
MG-P-3142304-12200-19970107,Moeda,MG,Sudeste,01/07/1997,01/07/1997,12200,2,Enxurradas,Hidrológico,3142304,,Registro,,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0
MG-P-3143906-12200-19970107,Muriaé,MG,Sudeste,01/07/1997,01/07/1997,12200,2,Enxurradas,Hidrológico,3143906,,Registro,,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0
MG-P-3144003-12200-19970107,Mutum,MG,Sudeste,01/07/1997,01/07/1997,12200,2,Enxurradas,Hidrológico,3144003,,Registro,,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0
MG-P-3144359-12200-19970107,Naque,MG,Sudeste,01/07/1997,01/07/1997,12200,2,Enxurradas,Hidrológico,3144359,,Registro,,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0
MG-P-3144706-12200-19970107,Nova Era,MG,Sudeste,01/07/1997,01/07/1997,12200,2,Enxurradas,Hidrológico,3144706,,Registro,,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0
MG-P-3144805-12200-19970107,Nova Lima,MG,Sudeste,01/07/1997,01/07/1997,12200,2,Enxurradas,Hidrológico,3144805,,Registro,,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0
MG-P-3145604-12200-19970107,Oliveira,MG,Sudeste,01/07/1997,01/07/1997,12200,2,Enxurradas,Hidrológico,3145604,,Registro,,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0
MG-P-3146107-12200-19970107,Ouro Preto,MG,Sudeste,01/07/1997,01/07/1997,12200,2,Enxurradas,Hidrológico,3146107,,Registro,,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0
MG-P-3146503-12200-19970107,Pains,MG,Sudeste,01/07/1997,01/07/1997,12200,2,Enxurradas,Hidrológico,3146503,,Registro,,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0
MG-P-3147402-12200-19970107,Paraopeba,MG,Sudeste,01/07/1997,01/07/1997,12200,2,Enxurradas,Hidrológico,3147402,,Registro,,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0
MG-P-3148004-12200-19970107,Patos de Minas,MG,Sudeste,01/07/1997,01/07/1997,12200,2,Enxurradas,Hidrológico,3148004,,Registro,,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0
MG-P-3148103-12200-19970107,Patrocínio,MG,Sudeste,01/07/1997,01/07/1997,12200,2,Enxurradas,Hidrológico,3148103,,Registro,,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0
MG-P-3148202-12200-19970107,Patrocínio do Muriaé,MG,Sudeste,01/07/1997,01/07/1997,12200,2,Enxurradas,Hidrológico,3148202,,Registro,,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0
MG-P-3148806-12200-19970107,Pedra do Anta,MG,Sudeste,01/07/1997,01/07/1997,12200,2,Enxurradas,Hidrológico,3148806,,Registro,,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0
MG-P-3149309-12200-19970107,Pedro Leopoldo,MG,Sudeste,01/07/1997,01/07/1997,12200,2,Enxurradas,Hidrológico,3149309,,Registro,,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0
MG-P-3149903-12200-19970107,Perdões,MG,Sudeste,01/07/1997,01/07/1997,12200,2,Enxurradas,Hidrológico,3149903,,Registro,,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0
MG-P-3150802-12200-19970107,Piranga,MG,Sudeste,01/07/1997,01/07/1997,12200,2,Enxurradas,Hidrológico,3150802,,Registro,,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0
MG-P-3151404-12200-19970107,Pitangui,MG,Sudeste,01/07/1997,01/07/1997,12200,2,Enxurradas,Hidrológico,3151404,,Registro,,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0
MG-P-3152006-12200-19970107,Pompéu,MG,Sudeste,01/07/1997,01/07/1997,12200,2,Enxurradas,Hidrológico,3152006,,Registro,,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0
MG-P-3152105-12200-19970107,Ponte Nova,MG,Sudeste,01/07/1997,01/07/1997,12200,2,Enxurradas,Hidrológico,3152105,,Registro,,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0
MG-P-3152501-12200-19970107,Pouso Alegre,MG,Sudeste,01/07/1997,01/07/1997,12200,2,Enxurradas,Hidrológico,3152501,,Registro,,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0
MG-P-3152709-12200-19970107,Prados,MG,Sudeste,01/07/1997,01/07/1997,12200,2,Enxurradas,Hidrológico,3152709,,Registro,,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0
MG-P-3153103-12200-19970107,Presidente Bernardes,MG,Sudeste,01/07/1997,01/07/1997,12200,2,Enxurradas,Hidrológico,3153103,,Registro,,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0
MG-P-3153202-12200-19970107,Presidente Juscelino,MG,Sudeste,01/07/1997,01/07/1997,12200,2,Enxurradas,Hidrológico,3153202,,Registro,,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0
MG-P-3154150-12200-19970107,Reduto,MG,Sudeste,01/07/1997,01/07/1997,12200,2,Enxurradas,Hidrológico,3154150,,Registro,,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0
MG-P-3154705-12200-19970107,Ribeirão Vermelho,MG,Sudeste,01/07/1997,01/07/1997,12200,2,Enxurradas,Hidrológico,3154705,,Registro,,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0
MG-P-3154804-12200-19970107,Rio Acima,MG,Sudeste,01/07/1997,01/07/1997,12200,2,Enxurradas,Hidrológico,3154804,,Registro,,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0
MG-P-3154903-12200-19970107,Rio Casca,MG,Sudeste,01/07/1997,01/07/1997,12200,2,Enxurradas,Hidrológico,3154903,,Registro,,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0
MG-P-3155009-12200-19970107,Rio Doce,MG,Sudeste,01/07/1997,01/07/1997,12200,2,Enxurradas,Hidrológico,3155009,,Registro,,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0
MG-P-3155306-12200-19970107,Rio Manso,MG,Sudeste,01/07/1997,01/07/1997,12200,2,Enxurradas,Hidrológico,3155306,,Registro,,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0
MG-P-3155702-12200-19970107,Rio Piracicaba,MG,Sudeste,01/07/1997,01/07/1997,12200,2,Enxurradas,Hidrológico,3155702,,Registro,,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0
MG-P-3155801-12200-19970107,Rio Pomba,MG,Sudeste,01/07/1997,01/07/1997,12200,2,Enxurradas,Hidrológico,3155801,,Registro,,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0
MG-P-3156700-12200-19970107,Sabará,MG,Sudeste,01/07/1997,01/07/1997,12200,2,Enxurradas,Hidrológico,3156700,,Registro,,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0
MG-P-3156809-12200-19970107,Sabinópolis,MG,Sudeste,01/07/1997,01/07/1997,12200,2,Enxurradas,Hidrológico,3156809,,Registro,,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0
MG-P-3156908-12200-19970107,Sacramento,MG,Sudeste,01/07/1997,01/07/1997,12200,2,Enxurradas,Hidrológico,3156908,,Registro,,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0
MG-P-3157203-12200-19970107,Santa Bárbara,MG,Sudeste,01/07/1997,01/07/1997,12200,2,Enxurradas,Hidrológico,3157203,,Registro,,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0
MG-P-3157336-12200-19970107,Santa Cruz de Minas,MG,Sudeste,01/07/1997,01/07/1997,12200,2,Enxurradas,Hidrológico,3157336,,Registro,,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0
MG-P-3157401-12200-19970107,Santa Cruz do Escalvado,MG,Sudeste,01/07/1997,01/07/1997,12200,2,Enxurradas,Hidrológico,3157401,,Registro,,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0
MG-P-3157807-12200-19970107,Santa Luzia,MG,Sudeste,01/07/1997,01/07/1997,12200,2,Enxurradas,Hidrológico,3157807,,Registro,,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0
MG-P-3157906-12200-19970107,Santa Margarida,MG,Sudeste,01/07/1997,01/07/1997,12200,2,Enxurradas,Hidrológico,3157906,,Registro,,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0
MG-P-3158805-12200-19970107,Santana do Jacaré,MG,Sudeste,01/07/1997,01/07/1997,12200,2,Enxurradas,Hidrológico,3158805,,Registro,,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0
MG-P-3158904-12200-19970107,Santana do Manhuaçu,MG,Sudeste,01/07/1997,01/07/1997,12200,2,Enxurradas,Hidrológico,3158904,,Registro,,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0
MG-P-3160702-12200-19970107,Santos Dumont,MG,Sudeste,01/07/1997,01/07/1997,12200,2,Enxurradas,Hidrológico,3160702,,Registro,,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0
MG-P-3161650-12200-19970107,São Geraldo do Baixio,MG,Sudeste,01/07/1997,01/07/1997,12200,2,Enxurradas,Hidrológico,3161650,,Registro,,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0
MG-P-3161809-12200-19970107,São Gonçalo do Pará,MG,Sudeste,01/07/1997,01/07/1997,12200,2,Enxurradas,Hidrológico,3161809,,Registro,,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0
MG-P-3161908-12200-19970107,São Gonçalo do Rio Abaixo,MG,Sudeste,01/07/1997,01/07/1997,12200,2,Enxurradas,Hidrológico,3161908,,Registro,,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0
MG-P-3162500-12200-19970107,São João del Rei,MG,Sudeste,01/07/1997,01/07/1997,12200,2,Enxurradas,Hidrológico,3162500,,Registro,,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0
MG-P-3162955-12200-19970107,São José da Lapa,MG,Sudeste,01/07/1997,01/07/1997,12200,2,Enxurradas,Hidrológico,3162955,,Registro,,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0
MG-P-3164472-12200-19970107,São Sebastião do Anta,MG,Sudeste,01/07/1997,01/07/1997,12200,2,Enxurradas,Hidrológico,3164472,,Registro,,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0
MG-P-3165503-12200-19970107,Sardoá,MG,Sudeste,01/07/1997,01/07/1997,12200,2,Enxurradas,Hidrológico,3165503,,Registro,,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0
MG-P-3165560-12200-19970107,Sem-Peixe,MG,Sudeste,01/07/1997,01/07/1997,12200,2,Enxurradas,Hidrológico,3165560,,Registro,,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0
MG-P-3167202-12200-19970107,Sete Lagoas,MG,Sudeste,01/07/1997,01/07/1997,12200,2,Enxurradas,Hidrológico,3167202,,Registro,,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0
MG-P-3167608-12200-19970107,Simonésia,MG,Sudeste,01/07/1997,01/07/1997,12200,2,Enxurradas,Hidrológico,3167608,,Registro,,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0
MG-P-3168200-12200-19970107,Tapiraí,MG,Sudeste,01/07/1997,01/07/1997,12200,2,Enxurradas,Hidrológico,3168200,,Registro,,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0
MG-P-3168705-12200-19970107,Timóteo,MG,Sudeste,01/07/1997,01/07/1997,12200,2,Enxurradas,Hidrológico,3168705,,Registro,,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0
MG-P-3168804-12200-19970107,Tiradentes,MG,Sudeste,01/07/1997,01/07/1997,12200,2,Enxurradas,Hidrológico,3168804,,Registro,,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0
MG-P-3169000-12200-19970107,Tocantins,MG,Sudeste,01/07/1997,01/07/1997,12200,2,Enxurradas,Hidrológico,3169000,,Registro,,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0
MG-P-3169505-12200-19970107,Tumiritinga,MG,Sudeste,01/07/1997,01/07/1997,12200,2,Enxurradas,Hidrológico,3169505,,Registro,,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0
