Protocolo_S2iD,Nome_Municipio,Sigla_UF,regiao,Data_Registro,Data_Evento,Cod_Cobrade,tipologia,descricao_tipologia,grupo_de_desastre,Cod_IBGE_Mun,Setores Censitários,Status,DH_Descricao,DH_MORTOS,DH_FERIDOS,DH_ENFERMOS,DH_DESABRIGADOS,DH_DESALOJADOS,DH_DESAPARECIDOS,DH_AFETADOS_SECA_ESTIAGEM,DH_total_danos_humanos_diretos,DH_OUTROS AFETADOS,DM_Descricao,DM_Uni Habita Danificadas,DM_Uni Habita Destruidas,DM_Uni Habita Valor,DM_Inst Saúde Danificadas,DM_Inst Saúde Destruidas,DM_Inst Saúde Valor,DM_Inst Ensino Danificadas,DM_Inst Ensino Destruidas,DM_Inst Ensino Valor,DM_Inst Serviços Danificadas,DM_Inst Serviços Destruidas,DM_Inst Serviços Valor,DM_Inst Comuni Danificadas,DM_Inst Comuni Destruidas,DM_Inst Comuni Valor,DM_Obras de Infra Danificadas,DM_Obras de Infra Destruidas,DM_Obras de Infra Valor,DM_total_danos_materiais,DA_Descricao,DA_Polui/cont da água,DA_Polui/cont do ar,DA_Polui/cont do solo,DA_Dimi/exauri hídrico,DA_Incêndi parques/APA's/APP's,PEPL_Descricao,PEPL_Assis_méd e emergên(R$),PEPL_Abast de água pot(R$),PEPL_sist de esgotos sanit(R$),PEPL_Sis limp e rec lixo (R$),PEPL_Sis cont pragas (R$),PEPL_distrib energia (R$),PEPL_Telecomunicações (R$),PEPL_Tran loc/reg/l_curso (R$),PEPL_Distrib combustíveis(R$),PEPL_Segurança pública (R$),PEPL_Ensino (R$),PEPL_total_publico,PEPR_Descricao,PEPR_Agricultura (R$),PEPR_Pecuária (R$),PEPR_Indústria (R$),PEPR_Comércio (R$),PEPR_Serviços (R$),PEPR_total_privado,PE_PLePR
SC-P-4212908-14110-19910215,Pinhalzinho,SC,Sul,02/15/1991,02/15/1991,14110,4,Estiagem e Seca,Climatológico,4212908,,Registro,,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0
SC-P-4213302-14110-19910215,Ponte Alta,SC,Sul,02/15/1991,02/15/1991,14110,4,Estiagem e Seca,Climatológico,4213302,,Registro,,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0
SC-P-4216909-14110-19910215,São Lourenço do Oeste,SC,Sul,02/15/1991,02/15/1991,14110,4,Estiagem e Seca,Climatológico,4216909,,Registro,,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0
SC-P-4218251-14110-19910215,Timbó Grande,SC,Sul,02/15/1991,02/15/1991,14110,4,Estiagem e Seca,Climatológico,4218251,,Registro,,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0
SC-P-4218509-14110-19910215,Treze Tílias,SC,Sul,02/15/1991,02/15/1991,14110,4,Estiagem e Seca,Climatológico,4218509,,Registro,,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0
RS-D-4304101-14110-19910218,Campos Borges,RS,Sul,02/18/1991,02/18/1991,14110,4,Estiagem e Seca,Climatológico,4304101,,Registro,,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0
RS-D-4313805-14110-19910220,Palmitinho,RS,Sul,02/20/1991,02/20/1991,14110,4,Estiagem e Seca,Climatológico,4313805,,Registro,,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0
RS-D-4314605-14110-19910220,Piratini,RS,Sul,02/20/1991,02/20/1991,14110,4,Estiagem e Seca,Climatológico,4314605,,Registro,,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0
PR-R-4125902-12200-19910221,São Pedro do Paraná,PR,Sul,02/21/1991,02/21/1991,12200,2,Enxurradas,Hidrológico,4125902,,Registro,,0,0,0,75,0,0,0,75,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0
RS-D-4300638-14110-19910221,Amaral Ferrador,RS,Sul,02/21/1991,02/21/1991,14110,4,Estiagem e Seca,Climatológico,4300638,,Registro,,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0
RS-D-4303707-14120-19910223,Campina das Missões,RS,Sul,02/23/1991,02/23/1991,14120,4,Estiagem e Seca,Climatológico,4303707,,Registro,,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0
RS-D-4314209-14120-19910225,Pedro Osório,RS,Sul,02/25/1991,02/25/1991,14120,4,Estiagem e Seca,Climatológico,4314209,,Registro,,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0
RS-D-4317509-14110-19910225,Santo Ângelo,RS,Sul,02/25/1991,02/25/1991,14110,4,Estiagem e Seca,Climatológico,4317509,,Registro,,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0
RS-D-4318051-14120-19910225,São Domingos do Sul,RS,Sul,02/25/1991,02/25/1991,14120,4,Estiagem e Seca,Climatológico,4318051,,Registro,,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0
RS-D-4321006-14110-19910225,Tapera,RS,Sul,02/25/1991,02/25/1991,14110,4,Estiagem e Seca,Climatológico,4321006,,Registro,,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0
RS-D-4321808-14120-19910225,Três de Maio,RS,Sul,02/25/1991,02/25/1991,14120,4,Estiagem e Seca,Climatológico,4321808,,Registro,,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0
MT-J-5107859-12200-19910226,São Félix do Araguaia,MT,Centro-oeste,02/26/1991,02/26/1991,12200,2,Enxurradas,Hidrológico,5107859,,Registro,,0,0,0,58,0,0,0,58,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0
MT-J-5108402-12200-19910226,Várzea Grande,MT,Centro-oeste,02/26/1991,02/26/1991,12200,2,Enxurradas,Hidrológico,5108402,,Registro,,0,0,0,320,0,0,0,320,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0
RS-D-4301503-14110-19910226,Augusto Pestana,RS,Sul,02/26/1991,02/26/1991,14110,4,Estiagem e Seca,Climatológico,4301503,,Registro,,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0
RS-D-4305009-14110-19910226,Catuípe,RS,Sul,02/26/1991,02/26/1991,14110,4,Estiagem e Seca,Climatológico,4305009,,Registro,,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0
RS-D-4310850-14110-19910226,Jaboticaba,RS,Sul,02/26/1991,02/26/1991,14110,4,Estiagem e Seca,Climatológico,4310850,,Registro,,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0
RS-D-4304507-14110-19910227,Canguçu,RS,Sul,02/27/1991,02/27/1991,14110,4,Estiagem e Seca,Climatológico,4304507,,Registro,,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0
RS-D-4306932-14110-19910227,Entre-Ijuís,RS,Sul,02/27/1991,02/27/1991,14110,4,Estiagem e Seca,Climatológico,4306932,,Registro,,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0
RS-D-4312708-14110-19910227,Nonoai,RS,Sul,02/27/1991,02/27/1991,14110,4,Estiagem e Seca,Climatológico,4312708,,Registro,,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0
RS-D-4317202-14110-19910227,Santa Rosa,RS,Sul,02/27/1991,02/27/1991,14110,4,Estiagem e Seca,Climatológico,4317202,,Registro,,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0
RS-D-4317400-14110-19910227,Santiago,RS,Sul,02/27/1991,02/27/1991,14110,4,Estiagem e Seca,Climatológico,4317400,,Registro,,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0
RS-D-4300307-14110-19910228,Alecrim,RS,Sul,02/28/1991,02/28/1991,14110,4,Estiagem e Seca,Climatológico,4300307,,Registro,,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0
RS-D-4307807-14110-19910228,Estrela,RS,Sul,02/28/1991,02/28/1991,14110,4,Estiagem e Seca,Climatológico,4307807,,Registro,,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0
RS-D-4315008-14110-19910228,Porto Lucena,RS,Sul,02/28/1991,02/28/1991,14110,4,Estiagem e Seca,Climatológico,4315008,,Registro,,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0
RS-D-4315909-14110-19910228,Rodeio Bonito,RS,Sul,02/28/1991,02/28/1991,14110,4,Estiagem e Seca,Climatológico,4315909,,Registro,,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0
RS-D-4321329-14110-19910228,Taquaruçu do Sul,RS,Sul,02/28/1991,02/28/1991,14110,4,Estiagem e Seca,Climatológico,4321329,,Registro,,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0
RS-D-4322301-14110-19910228,Tuparendi,RS,Sul,02/28/1991,02/28/1991,14110,4,Estiagem e Seca,Climatológico,4322301,,Registro,,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0
RS-D-4323507-14110-19910228,Vista Alegre,RS,Sul,02/28/1991,02/28/1991,14110,4,Estiagem e Seca,Climatológico,4323507,,Registro,,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0
RS-D-4301800-14110-19910301,Barracão,RS,Sul,03/01/1991,03/01/1991,14110,4,Estiagem e Seca,Climatológico,4301800,,Registro,,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0
RS-D-4302006-14110-19910301,Barros Cassal,RS,Sul,03/01/1991,03/01/1991,14110,4,Estiagem e Seca,Climatológico,4302006,,Registro,,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0
RS-D-4303301-14110-19910301,Caibaté,RS,Sul,03/01/1991,03/01/1991,14110,4,Estiagem e Seca,Climatológico,4303301,,Registro,,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0
RS-D-4304309-14110-19910301,Cândido Godói,RS,Sul,03/01/1991,03/01/1991,14110,4,Estiagem e Seca,Climatológico,4304309,,Registro,,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0
RS-D-4305207-14110-19910301,Cerro Largo,RS,Sul,03/01/1991,03/01/1991,14110,4,Estiagem e Seca,Climatológico,4305207,,Registro,,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0
RS-D-4305900-14110-19910301,Coronel Bicaco,RS,Sul,03/01/1991,03/01/1991,14110,4,Estiagem e Seca,Climatológico,4305900,,Registro,,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0
RS-D-4307054-14110-19910301,Ernestina,RS,Sul,03/01/1991,03/01/1991,14110,4,Estiagem e Seca,Climatológico,4307054,,Registro,,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0
RS-D-4307302-14110-19910301,Erval Seco,RS,Sul,03/01/1991,03/01/1991,14110,4,Estiagem e Seca,Climatológico,4307302,,Registro,,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0
RS-D-4308805-14120-19910301,General Câmara,RS,Sul,03/01/1991,03/01/1991,14120,4,Estiagem e Seca,Climatológico,4308805,,Registro,,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0
RS-D-4309001-14110-19910301,Giruá,RS,Sul,03/01/1991,03/01/1991,14110,4,Estiagem e Seca,Climatológico,4309001,,Registro,,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0
RS-D-4309506-14110-19910301,Guarani das Missões,RS,Sul,03/01/1991,03/01/1991,14110,4,Estiagem e Seca,Climatológico,4309506,,Registro,,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0
RS-D-4309803-14110-19910301,Ibiaçá,RS,Sul,03/01/1991,03/01/1991,14110,4,Estiagem e Seca,Climatológico,4309803,,Registro,,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0
RS-D-4310405-14110-19910301,Independência,RS,Sul,03/01/1991,03/01/1991,14110,4,Estiagem e Seca,Climatológico,4310405,,Registro,,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0
RS-D-4311601-14110-19910301,Liberato Salzano,RS,Sul,03/01/1991,03/01/1991,14110,4,Estiagem e Seca,Climatológico,4311601,,Registro,,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0
RS-D-4314456-14110-19910301,Pinhal,RS,Sul,03/01/1991,03/01/1991,14110,4,Estiagem e Seca,Climatológico,4314456,,Registro,,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0
RS-D-4314555-14110-19910301,Pirapó,RS,Sul,03/01/1991,03/01/1991,14110,4,Estiagem e Seca,Climatológico,4314555,,Registro,,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0
RS-D-4316303-14120-19910301,Roque Gonzales,RS,Sul,03/01/1991,03/01/1991,14120,4,Estiagem e Seca,Climatológico,4316303,,Registro,,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0
RS-D-4316600-14120-19910301,Sananduva,RS,Sul,03/01/1991,03/01/1991,14120,4,Estiagem e Seca,Climatológico,4316600,,Registro,,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0
RS-D-4317905-14110-19910301,Santo Cristo,RS,Sul,03/01/1991,03/01/1991,14110,4,Estiagem e Seca,Climatológico,4317905,,Registro,,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0
RS-D-4320404-14120-19910301,Serafina Corrêa,RS,Sul,03/01/1991,03/01/1991,14120,4,Estiagem e Seca,Climatológico,4320404,,Registro,,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0
RS-D-4321956-14110-19910301,Trindade do Sul,RS,Sul,03/01/1991,03/01/1991,14110,4,Estiagem e Seca,Climatológico,4321956,,Registro,,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0
SC-D-4203600-13215-19910301,Campos Novos,SC,Sul,03/01/1991,03/01/1991,13215,12,Vendavais e Ciclones,Meteorológico,4203600,,Registro,,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0
RS-D-4321402-14110-19910302,Tenente Portela,RS,Sul,03/02/1991,03/02/1991,14110,4,Estiagem e Seca,Climatológico,4321402,,Registro,,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0
RS-D-4301651-14120-19910304,Barão,RS,Sul,03/04/1991,03/04/1991,14120,4,Estiagem e Seca,Climatológico,4301651,,Registro,,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0
RS-D-4304705-14110-19910304,Carazinho,RS,Sul,03/04/1991,03/04/1991,14110,4,Estiagem e Seca,Climatológico,4304705,,Registro,,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0
RS-D-4306957-14110-19910304,Entre Rios do Sul,RS,Sul,03/04/1991,03/04/1991,14110,4,Estiagem e Seca,Climatológico,4306957,,Registro,,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0
RS-D-4309605-14110-19910304,Horizontina,RS,Sul,03/04/1991,03/04/1991,14110,4,Estiagem e Seca,Climatológico,4309605,,Registro,,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0
RS-D-4314308-14120-19910304,Pejuçara,RS,Sul,03/04/1991,03/04/1991,14120,4,Estiagem e Seca,Climatológico,4314308,,Registro,,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0
RS-D-4315404-14110-19910304,Redentora,RS,Sul,03/04/1991,03/04/1991,14110,4,Estiagem e Seca,Climatológico,4315404,,Registro,,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0
RS-D-4316451-14110-19910304,Salto do Jacuí,RS,Sul,03/04/1991,03/04/1991,14110,4,Estiagem e Seca,Climatológico,4316451,,Registro,,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0
RS-D-4318424-14110-19910304,São João da Urtiga,RS,Sul,03/04/1991,03/04/1991,14110,4,Estiagem e Seca,Climatológico,4318424,,Registro,,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0
RS-D-4319208-14110-19910304,São Nicolau,RS,Sul,03/04/1991,03/04/1991,14110,4,Estiagem e Seca,Climatológico,4319208,,Registro,,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0
RS-D-4320206-14110-19910304,Seberi,RS,Sul,03/04/1991,03/04/1991,14110,4,Estiagem e Seca,Climatológico,4320206,,Registro,,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0
RS-D-4320701-14110-19910304,Sobradinho,RS,Sul,03/04/1991,03/04/1991,14110,4,Estiagem e Seca,Climatológico,4320701,,Registro,,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0
RS-D-4305157-14110-19910305,Cerro Grande,RS,Sul,03/05/1991,03/05/1991,14110,4,Estiagem e Seca,Climatológico,4305157,,Registro,,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0
RS-D-4305405-14110-19910305,Chiapetta,RS,Sul,03/05/1991,03/05/1991,14110,4,Estiagem e Seca,Climatológico,4305405,,Registro,,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0
RS-D-4305504-14110-19910305,Ciríaco,RS,Sul,03/05/1991,03/05/1991,14110,4,Estiagem e Seca,Climatológico,4305504,,Registro,,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0
RS-D-4310009-14110-19910305,Ibirubá,RS,Sul,03/05/1991,03/05/1991,14110,4,Estiagem e Seca,Climatológico,4310009,,Registro,,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0
RS-D-4311908-14110-19910305,Marcelino Ramos,RS,Sul,03/05/1991,03/05/1991,14110,4,Estiagem e Seca,Climatológico,4311908,,Registro,,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0
RS-D-4318440-14110-19910305,São Jorge,RS,Sul,03/05/1991,03/05/1991,14110,4,Estiagem e Seca,Climatológico,4318440,,Registro,,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0
